"id","passport_country_names"
"-60013","Denmark"
"-76174","Denmark"
"-53977","Denmark"
"-60346","Denmark"
"-60014","Denmark"
"-93836","Denmark"
"-93841","Denmark"
"-93834","Denmark"
"-93830","Denmark"
"-93851","Denmark"
"-93850","Denmark"
"-93849","Denmark"
"-93840","Denmark"
"-93833","Denmark"
"-64885","Denmark"
"-62380","Denmark"
"-61825","Denmark"
"-59678","Denmark"
"-59678","Albania"
"-59675","Denmark"
"-59662","Denmark"
"-59657","Kosovo"
"-53432","Denmark"
"-93170","Denmark"
"-93169","Denmark"
"-93168","Denmark"
"-93161","Denmark"
"-93150","Denmark"
"-93148","Denmark"
"-93147","Denmark"
"-93146","Denmark"
"-85161","Denmark"
"-84412","Denmark"
"-84411","Denmark"
"-60488","Denmark"
"-93157","Denmark"
"-93154","Denmark"
"-93151","Denmark"
"-59037","Denmark"
"-58851","Denmark"
"-58849","Denmark"
"-58846","Denmark"
"-58845","Denmark"
"-55173","Denmark"
"-84169","Denmark"
"-63458","Denmark"
"413511","Russia"
"29883","Russia"
"358761","Russia"
"358761","Azerbaijan"
"-53456","Russia"
"450785","Russia"
"450785","Afghanistan"
"5954","Russia"
"76581","Russia"
"76271","Russia"
"92363","Russia"
"300790","Argentina"
"252503","Venezuela"
"504847","Russia"
"29799","Russia"
"309265","Russia"
"376527","Cameroon"
"163049","Venezuela"
"26153","Ukraine"
"26153","Russia"
"190950","Russia"
"187163","Russia"
"300933","Russia"
"423537","Russia"
"54822","Bulgaria"
"444199","Hungary"
"444199","Russia"
"-44026","Russia"
"6445","Russia"
"95788","Russia"
"75764","Russia"
"348959","Russia"
"5976","Russia"
"26121","Georgia"
"26121","Russia"
"176575","Spain"
"226405","Zambia"
"55703","Burkina Faso"
"27761","Georgia"
"27761","Russia"
"84800","Russia"
"26107","Russia"
"124643","Bulgaria"
"135674","Belarus"
"269973","Russia"
"6789","Russia"
"513349","Mali"
"420109","Russia"
"232273","Russia"
"420110","Russia"
"320174","Russia"
"57168","Uruguay"
"420112","Russia"
"406511","Croatia"
"66752","Russia"
"33080","Russia"
"214919","Russia"
"398191","Japan"
"269499","Russia"
"372983","Russia"
"103679","Russia"
"350985","Kyrgyzstan"
"350985","Russia"
"490537","Slovenia"
"407484","Iceland"
"6559","Russia"
"99948","Iceland"
"420119","Russia"
"451193","Russia"
"6389","Russia"
"82789","Brazil"
"82789","Russia"
"386269","Russia"
"461566","Russia"
"424265","Russia"
"6509","Russia"
"461461","Russia"
"461569","Russia"
"27665","Russia"
"160139","Russia"
"160187","Russia"
"306728","Portugal"
"79388","Mali"
"79388","France"
"84008","Russia"
"6872","Russia"
"145352","Ghana"
"39468","Russia"
"39468","Germany"
"72329","Russia"
"123006","Russia"
"6421","Russia"
"236408","Sweden"
"315821","Russia"
"27828","Russia"
"51710","Brazil"
"51710","Russia"
"40481","Bosnia and Herzegovina"
"40481","Croatia"
"143076","Russia"
"143076","Lithuania"
"446414","Russia"
"135653","Russia"
"450418","Russia"
"-41006","Russia"
"89862","Croatia"
"194191","Russia"
"57340","Albania"
"75234","Russia"
"134651","Russia"
"134651","Kazakhstan"
"210289","Estonia"
"210289","Russia"
"221013","Ukraine"
"221013","Russia"
"410124","Brazil"
"186778","Russia"
"135654","Russia"
"261042","Kosovo"
"261042","Albania"
"6692","Russia"
"397768","Senegal"
"83012","Albania"
"146373","Russia"
"76278","Russia"
"27627","Russia"
"96575","Russia"
"228900","Brazil"
"137932","Georgia"
"137932","Russia"
"153127","Venezuela"
"303462","Poland"
"349781","Iran"
"40529","Peru"
"86953","Norway"
"76203","Russia"
"4614","Russia"
"408879","Russia"
"321404","Russia"
"9637","Iceland"
"16736","Russia"
"65369","Uzbekistan"
"65369","Russia"
"6277","Brazil"
"6277","Russia"
"128528","Russia"
"137933","Russia"
"180799","Ecuador"
"383495","Russia"
"424262","Russia"
"440082","Russia"
"104150","Russia"
"74021","Uruguay"
"74021","Italy"
"209823","Sweden"
"162620","Serbia"
"21075","Burkina Faso"
"21075","France"
"254434","Brazil"
"254434","Belgium"
"326401","Romania"
"424263","Russia"
"120838","Russia"
"80423","Belarus"
"80423","Russia"
"158311","Sweden"
"484495","Serbia"
"451228","Russia"
"297802","Russia"
"127059","Russia"
"269462","Russia"
"269462","Azerbaijan"
"127597","Russia"
"138468","Serbia"
"413042","Uruguay"
"6454","Russia"
"181674","Russia"
"233496","Russia"
"38739","Slovenia"
"76341","Russia"
"82061","Russia"
"302037","Russia"
"469530","Russia"
"91246","Russia"
"27718","Russia"
"36880","Belarus"
"127274","Russia"
"369125","Russia"
"72328","Russia"
"6471","Russia"
"86626","Romania"
"373969","Russia"
"253545","Russia"
"27821","Russia"
"187071","Russia"
"317374","Russia"
"72814","Russia"
"19671","Ukraine"
"6858","Russia"
"6858","Finland"
"386281","Russia"
"10720","Uzbekistan"
"10720","Russia"
"5942","Russia"
"386285","Russia"
"295553","Russia"
"492134","Russia"
"243021","Russia"
"243021","Nigeria"
"76582","Russia"
"20899","Poland"
"16114","Germany"
"2402","Peru"
"289903","Russia"
"6451","Russia"
"16067","Bosnia and Herzegovina"
"16067","Croatia"
"5200","Portugal"
"5200","Cape Verde Islands"
"6868","Russia"
"321005","Russia"
"27673","Russia"
"214918","Russia"
"214918","Armenia"
"8992","Brazil"
"8992","Russia"
"293676","Russia"
"134333","Georgia"
"27543","Russia"
"27543","Kazakhstan"
"304108","Russia"
"188104","Russia"
"123582","Russia"
"217203","Portugal"
"115512","Russia"
"123086","Russia"
"288891","Russia"
"114666","Russia"
"76339","Russia"
"85015","Slovenia"
"127580","Russia"
"75181","Russia"
"6763","Uzbekistan"
"6763","Russia"
"492211","Russia"
"127296","Russia"
"39579","Belarus"
"158207","Serbia"
"158207","Bosnia and Herzegovina"
"301057","Russia"
"314227","Bosnia and Herzegovina"
"314227","Croatia"
"417046","Italy"
"417046","Russia"
"29927","Russia"
"215687","Slovenia"
"215687","Croatia"
"162551","Slovenia"
"185823","Russia"
"275548","Iran"
"372149","Sweden"
"4699","Russia"
"4699","Finland"
"96351","Russia"
"26116","Russia"
"72349","Belarus"
"72349","Russia"
"270571","Sweden"
"-56770","Russia"
"27807","Russia"
"422647","Russia"
"294499","Norway"
"269970","Kazakhstan"
"269970","Russia"
"6377","Russia"
"65066","Poland"
"336380","Russia"
"315809","Russia"
"193651","Armenia"
"193651","Russia"
"219459","Russia"
"9883","Iceland"
"33200","Iceland"
"6876","Russia"
"334731","Uzbekistan"
"6245","Iceland"
"360031","Russia"
"59585","Moldova"
"59585","Russia"
"51810","Bulgaria"
"386653","Kazakhstan"
"-113702","Russia"
"335231","Russia"
"478299","Russia"
"-76515","Russia"
"411805","Iran"
"338171","Ukraine"
"338171","Russia"
"239464","Russia"
"58308","Spain"
"-8923","Russia"
"215697","Russia"
"323192","Russia"
"6772","Russia"
"134870","Russia"
"6427","Russia"
"350977","Russia"
"409751","Russia"
"342265","Croatia"
"134653","Russia"
"67857","Russia"
"4691","Spain"
"257881","Russia"
"336865","Russia"
"72519","Russia"
"246448","Russia"
"84455","Georgia"
"399179","Russia"
"283522","Brazil"
"72353","Russia"
"281344","France"
"301944","Russia"
"269968","Russia"
"354213","Russia"
"4441","Italy"
"6436","Russia"
"26178","Russia"
"386263","Russia"
"150022","Russia"
"386265","Russia"
"461871","Russia"
"9428","Brazil"
"78557","Paraguay"
"82793","Brazil"
"88296","France"
"88296","Algeria"
"400904","Russia"
"109730","Cape Verde Islands"
"191103","Russia"
"191103","Georgia"
"160153","Russia"
"337005","Brazil"
"191091","Russia"
"520845","Russia"
"465901","Kazakhstan"
"250375","Russia"
"250375","Azerbaijan"
"6649","Russia"
"72577","Russia"
"321967","Russia"
"115532","Czech Republic"
"260154","Russia"
"76210","Russia"
"84017","Russia"
"272723","Russia"
"11524","Serbia"
"11524","Switzerland"
"190554","Russia"
"12885","Slovenia"
"191512","Slovenia"
"360133","Russia"
"115120","Germany"
"115120","Croatia"
"275751","Georgia"
"270591","Romania"
"27708","Russia"
"128195","Nigeria"
"225332","Moldova"
"225332","Romania"
"407955","Luxembourg"
"408608","Tajikistan"
"408608","Russia"
"-74108","Russia"
"5939","Russia"
"5967","Russia"
"385241","Serbia"
"385241","Slovakia"
"26108","Russia"
"242088","Russia"
"134652","Russia"
"353247","Russia"
"27846","Russia"
"411309","Russia"
"411309","Kazakhstan"
"242746","Russia"
"260317","Russia"
"348627","Russia"
"158013","Cameroon"
"35211","Belarus"
"85227","Switzerland"
"85227","Italy"
"6627","Russia"
"122214","Russia"
"35124","Slovenia"
"125355","Armenia"
"11944","Romania"
"37070","Ukraine"
"192814","Russia"
"251432","Russia"
"26174","Ukraine"
"26174","Russia"
"285942","Netherlands"
"285942","Morocco"
"51714","Bulgaria"
"214910","Russia"
"166568","Russia"
"76233","Russia"
"41532","Russia"
"128476","Russia"
"152710","Russia"
"150197","Russia"
"273101","Russia"
"29127","Russia"
"123739","Russia"
"186735","Russia"
"27564","Russia"
"269801","Kosovo"
"269801","Albania"
"76326","Russia"
"26110","Russia"
"27677","Russia"
"72430","Bosnia and Herzegovina"
"72430","Austria"
"72973","Russia"
"26170","Russia"
"26170","Armenia"
"253795","Russia"
"5987","Russia"
"302263","Russia"
"59574","Bulgaria"
"63340","Nigeria"
"123075","Russia"
"182722","Russia"
"127510","Russia"
"127510","Armenia"
"129883","Kyrgyzstan"
"129883","Russia"
"190502","Senegal"
"203528","Russia"
"203528","Greece"
"6850","Russia"
"4584","Russia"
"266488","Ukraine"
"266488","Russia"
"65259","Russia"
"121873","Russia"
"6948","Ecuador"
"314362","Russia"
"289907","Argentina"
"135524","Russia"
"238683","Colombia"
"244213","Russia"
"209801","Russia"
"247716","Argentina"
"247716","Italy"
"256420","Argentina"
"17948","Italy"
"461869","Russia"
"27847","Russia"
"189102","Montenegro"
"180889","Brazil"
"180889","Portugal"
"214920","Russia"
"6855","Russia"
"26177","Russia"
"56921","Portugal"
"101374","Slovenia"
"180910","Russia"
"71961","Ukraine"
"403372","Russia"
"95793","Russia"
"178142","Iran"
"289915","Argentina"
"289915","Italy"
"38963","Russia"
"6456","Serbia"
"127278","Russia"
"129772","Slovakia"
"72327","Russia"
"253990","Russia"
"253990","Tajikistan"
"515822","Russia"
"124959","Russia"
"354659","Russia"
"212889","Russia"
"269347","Uzbekistan"
"269347","Russia"
"126207","Russia"
"128024","Russia"
"133934","Russia"
"211922","Germany"
"211922","Russia"
"520870","Russia"
"520870","Armenia"
"123730","Russia"
"123730","Armenia"
"443495","Russia"
"443495","Armenia"
"266667","Russia"
"27838","Russia"
"66127","Russia"
"118775","Russia"
"253978","Russia"
"409997","Russia"
"250473","Russia"
"442139","Russia"
"27678","Russia"
"76325","Russia"
"126222","Russia"
"28565","Russia"
"200769","Russia"
"194219","Belarus"
"-115635","Russia"
"138920","Russia"
"123021","Russia"
"128512","Russia"
"269345","Russia"
"314376","Russia"
"-65900","Russia"
"134886","Ukraine"
"246498","Russia"
"253598","Russia"
"450399","Russia"
"182811","Russia"
"193995","Russia"
"84448","Russia"
"335845","Russia"
"401706","Russia"
"182808","Russia"
"75626","Russia"
"127280","Russia"
"135646","Russia"
"320172","Russia"
"6762","Russia"
"144565","Ukraine"
"144565","Russia"
"250778","Russia"
"290043","Germany"
"290043","Russia"
"515031","Russia"
"181761","Moldova"
"181761","Russia"
"-104537","Russia"
"477728","Russia"
"-77436","Russia"
"27897","Russia"
"196347","Russia"
"450400","Russia"
"6675","Uzbekistan"
"6675","Russia"
"185366","Russia"
"128393","Russia"
"27548","Tajikistan"
"27548","Russia"
"235813","Russia"
"348621","Russia"
"127998","Russia"
"404552","Russia"
"409456","Russia"
"-75458","Russia"
"422321","Russia"
"-72132","Russia"
"305446","Russia"
"449441","Russia"
"478766","Russia"
"449442","Russia"
"467972","Russia"
"461868","Russia"
"-74101","Russia"
"446813","Russia"
"446812","Russia"
"461874","Russia"
"461875","Russia"
"451613","Russia"
"495368","Russia"
"269978","Russia"
"442138","Russia"
"335235","Russia"
"253386","Russia"
"446815","Russia"
"456223","Russia"
"349917","Russia"
"351911","Russia"
"351907","Russia"
"335236","Russia"
"461497","Russia"
"450487","Russia"
"477200","Russia"
"477200","Armenia"
"87728","Russia"
"457683","Russia"
"262757","Russia"
"449596","Russia"
"253606","Russia"
"27921","Russia"
"293819","Belarus"
"134113","Russia"
"295525","Ukraine"
"295525","Russia"
"5947","Russia"
"306075","Russia"
"408916","Russia"
"26223","Belarus"
"26223","Kazakhstan"
"129064","Russia"
"135706","Russia"
"271248","Russia"
"291677","Russia"
"128359","Russia"
"-115696","Russia"
"372987","Russia"
"167932","Russia"
"481977","Russia"
"481977","Armenia"
"134449","Belarus"
"-76197","Russia"
"186689","Russia"
"6355","Russia"
"6355","Kazakhstan"
"6755","Russia"
"188419","Russia"
"12882","Russia"
"245179","Russia"
"442239","Russia"
"484436","Azerbaijan"
"484436","Russia"
"323466","Ukraine"
"323466","Russia"
"442144","Russia"
"271410","Russia"
"135697","Russia"
"186716","Russia"
"333374","Russia"
"211925","Russia"
"386257","Russia"
"476840","Russia"
"424257","Russia"
"386253","Russia"
"509298","Russia"
"6395","Russia"
"381271","Russia"
"381271","Georgia"
"452712","Russia"
"401704","Russia"
"509305","Russia"
"451615","Russia"
"504643","Russia"
"402546","Armenia"
"402546","Russia"
"451618","Russia"
"451620","Russia"
"509312","Russia"
"451614","Russia"
"504607","Russia"
"504607","Nigeria"
"424256","Russia"
"-107352","Russia"
"-103778","Russia"
"-98940","Russia"
"336587","Korea Republic"
"-81833","Russia"
"266679","Russia"
"128372","Russia"
"-88252","Russia"
"271411","Russia"
"305791","Russia"
"77938","Russia"
"94871","Russia"
"94871","Kazakhstan"
"6441","Russia"
"27703","Germany"
"27703","Russia"
"123449","Russia"
"76232","Ukraine"
"76232","Russia"
"123925","Russia"
"76146","Russia"
"491669","Russia"
"335802","Russia"
"-115785","Russia"
"-115558","Russia"
"-74025","Russia"
"-74024","Russia"
"437975","Russia"
"123735","Russia"
"424992","Russia"
"123733","Russia"
"403522","Russia"
"193158","Russia"
"27936","Russia"
"123580","Russia"
"125083","Russia"
"127745","Russia"
"76312","Russia"
"72361","Russia"
"185678","Uzbekistan"
"185678","Russia"
"87724","Russia"
"122156","Russia"
"409790","Russia"
"87558","Russia"
"234441","Russia"
"398444","Russia"
"250374","Russia"
"-95169","Russia"
"189427","Russia"
"410012","Russia"
"454291","Ukraine"
"490657","Russia"
"-95168","Russia"
"409611","Russia"
"350953","Russia"
"486404","Russia"
"72356","Russia"
"19666","Ukraine"
"27725","Turkmenistan"
"27725","Russia"
"254984","Russia"
"350843","Russia"
"294083","Russia"
"88286","Russia"
"181383","Russia"
"196343","Russia"
"232809","Russia"
"123396","Ukraine"
"123396","Russia"
"142774","Kyrgyzstan"
"142774","Russia"
"233889","Russia"
"277748","Russia"
"305501","Russia"
"90671","Russia"
"150023","Russia"
"76231","Russia"
"127706","Russia"
"240107","Tajikistan"
"240107","Russia"
"269938","Russia"
"192914","Russia"
"123403","Russia"
"154817","Russia"
"80471","Russia"
"235304","Russia"
"27884","Russia"
"27884","Turkmenistan"
"422366","Russia"
"123915","Russia"
"254621","Russia"
"450970","Ukraine"
"450970","Russia"
"6600","Russia"
"29906","Russia"
"191097","Russia"
"269346","Russia"
"408864","Russia"
"302268","Russia"
"129055","Russia"
"27606","Russia"
"521691","Russia"
"460160","Georgia"
"460160","Russia"
"-79597","Russia"
"311627","Russia"
"399081","Russia"
"178803","Russia"
"315815","Russia"
"409788","Russia"
"129073","Russia"
"297801","Russia"
"232204","Russia"
"405481","Russia"
"521688","Russia"
"26216","Russia"
"27653","Uzbekistan"
"27653","Russia"
"132835","Russia"
"331550","Russia"
"294363","Russia"
"242690","Russia"
"27644","Russia"
"128531","Russia"
"254619","Armenia"
"254619","Russia"
"76289","Russia"
"36881","Russia"
"127917","Russia"
"409613","Russia"
"350115","Ukraine"
"350115","Russia"
"212200","Russia"
"212200","Azerbaijan"
"302228","Russia"
"138370","Russia"
"12003","Moldova"
"12003","Russia"
"242082","Russia"
"27751","Russia"
"263400","Russia"
"299090","Russia"
"79605","Russia"
"337807","Russia"
"202868","Russia"
"128539","Russia"
"6504","Russia"
"27741","Russia"
"201114","Russia"
"27534","Ukraine"
"27534","Russia"
"301822","Russia"
"-106621","Russia"
"383361","Russia"
"349915","Russia"
"123444","Uzbekistan"
"123444","Russia"
"293618","Russia"
"439164","Russia"
"85686","Ukraine"
"72831","Ukraine"
"72831","Russia"
"439035","Russia"
"76337","Russia"
"184332","Russia"
"76382","Russia"
"211929","Belarus"
"211929","Russia"
"6628","Russia"
"26213","Russia"
"199071","Russia"
"113277","Turkmenistan"
"113277","Russia"
"130215","Georgia"
"130215","Russia"
"182804","Russia"
"187695","Russia"
"207374","Russia"
"129890","Russia"
"-8000","Russia"
"134648","Russia"
"160188","Russia"
"302346","Russia"
"380855","Russia"
"492094","Russia"
"442242","Russia"
"319707","Russia"
"6431","Russia"
"494028","Russia"
"348907","Russia"
"186965","Turkmenistan"
"186965","Russia"
"463518","Kazakhstan"
"400906","Russia"
"139240","Russia"
"256922","Russia"
"6416","Russia"
"301948","Serbia"
"187187","Russia"
"216579","Montenegro"
"244441","Russia"
"6851","Russia"
"72348","Russia"
"255249","Russia"
"27823","Russia"
"272724","Russia"
"506295","Cameroon"
"423551","Russia"
"506301","Russia"
"506309","Russia"
"461865","Russia"
"409604","Russia"
"501367","Russia"
"506298","Russia"
"423553","Uzbekistan"
"423553","Russia"
"318343","Guinea-Bissau"
"318343","Portugal"
"-99370","Senegal"
"423540","Russia"
"315817","Russia"
"290179","Russia"
"235306","Russia"
"338693","Russia"
"410737","Russia"
"315814","Turkmenistan"
"315814","Russia"
"269977","Russia"
"303119","Russia"
"423557","Russia"
"440123","Russia"
"461870","Russia"
"450842","Russia"
"88183","Russia"
"423555","Russia"
"409293","Russia"
"499487","Russia"
"491748","Russia"
"6764","Uzbekistan"
"6764","Russia"
"27992","Russia"
"27992","Georgia"
"316476","Russia"
"-99791","Russia"
"317019","Russia"
"75223","Russia"
"27793","Russia"
"6632","Russia"
"302039","Russia"
"-76310","Russia"
"29851","Russia"
"27682","Russia"
"118779","Russia"
"301550","Russia"
"476511","Nigeria"
"72618","Russia"
"337845","Russia"
"381613","Côte d'Ivoire"
"123401","Russia"
"123406","Russia"
"186631","Russia"
"76324","Russia"
"20706","Montenegro"
"129241","Russia"
"85866","Moldova"
"85866","Russia"
"128537","Russia"
"350397","Russia"
"476649","Russia"
"493721","Russia"
"341699","Russia"
"420634","Russia"
"255874","Russia"
"350393","Russia"
"409511","Russia"
"409942","Russia"
"350253","Russia"
"404217","Russia"
"469991","Russia"
"27813","Russia"
"308523","Russia"
"6626","Russia"
"211928","Russia"
"131359","Russia"
"301483","Russia"
"-98283","Russia"
"-91236","Russia"
"134869","Ukraine"
"134869","Russia"
"489957","Russia"
"-115597","Russia"
"491715","Russia"
"-115598","Russia"
"489375","Russia"
"300642","Russia"
"233843","Montenegro"
"408903","Russia"
"408902","Russia"
"294248","Russia"
"314374","Russia"
"160294","Russia"
"47167","Serbia"
"27868","Russia"
"-34064","Russia"
"73080","Russia"
"482776","Russia"
"423550","Russia"
"129916","Russia"
"66375","Serbia"
"85420","Tajikistan"
"85420","Russia"
"134585","Russia"
"124882","Russia"
"88177","Russia"
"489323","Russia"
"-42307","Russia"
"-52426","Russia"
"477126","Russia"
"-46816","Russia"
"386275","Russia"
"302042","Russia"
"459657","Russia"
"-58565","Russia"
"491714","Belarus"
"491714","Russia"
"377523","Russia"
"377523","Ukraine"
"420628","Russia"
"182807","Russia"
"351905","Russia"
"420632","Russia"
"-50590","Russia"
"-38762","Russia"
"386279","Russia"
"337325","Russia"
"489322","Russia"
"-56883","Russia"
"424266","Russia"
"425102","Russia"
"211927","Russia"
"484573","Ukraine"
"84707","Ukraine"
"257437","Ukraine"
"74376","Ukraine"
"182131","Ukraine"
"236452","Ukraine"
"506284","Ukraine"
"312873","Ukraine"
"183998","Ukraine"
"319454","FYR Macedonia"
"275835","Ukraine"
"234549","Ukraine"
"413625","Ukraine"
"-42939","Ukraine"
"85620","Ukraine"
"-40997","Ukraine"
"90680","Ukraine"
"420550","Ukraine"
"478472","Ukraine"
"417556","Ukraine"
"251564","Ukraine"
"470388","Ukraine"
"136248","Ukraine"
"-42161","Ukraine"
"88405","Ukraine"
"90387","Ukraine"
"301918","Ukraine"
"88388","Ukraine"
"158317","Ukraine"
"427949","Ukraine"
"490592","Ukraine"
"37047","Ukraine"
"209981","Ukraine"
"78342","Ukraine"
"151135","Ukraine"
"490595","Ukraine"
"85794","Ukraine"
"79525","Ukraine"
"130988","Ukraine"
"85072","Ukraine"
"100350","Ukraine"
"67093","Ukraine"
"134303","Ukraine"
"110233","Ukraine"
"252803","Ukraine"
"454621","Ukraine"
"122227","Ukraine"
"136128","Ukraine"
"120073","Ukraine"
"251834","Ukraine"
"90164","Ukraine"
"84984","Ukraine"
"252907","Ukraine"
"83607","Ukraine"
"123132","Ukraine"
"161233","Ukraine"
"182823","Ukraine"
"95449","Ukraine"
"371413","Ukraine"
"189772","Serbia"
"88399","Russia"
"88399","Ukraine"
"39442","Peru"
"290325","Ukraine"
"131103","Paraguay"
"209885","Ukraine"
"256373","Ukraine"
"461893","Ukraine"
"343829","Ukraine"
"183186","Brazil"
"427943","Ukraine"
"459864","Ukraine"
"389197","Denmark"
"83986","Croatia"
"92950","Ukraine"
"402058","Ukraine"
"103920","Ukraine"
"210494","Belarus"
"261274","Spain"
"48781","Ukraine"
"420553","Ukraine"
"158373","Ukraine"
"85444","Ukraine"
"19663","Ukraine"
"160296","Poland"
"215361","Ukraine"
"87806","Hungary"
"192095","Slovenia"
"290324","Israel"
"290324","Ukraine"
"455164","Ukraine"
"378703","Ukraine"
"450680","Ukraine"
"420428","Ukraine"
"402462","Ukraine"
"-56164","France"
"-56164","Cameroon"
"47460","Ukraine"
"275823","Ukraine"
"37000","Ukraine"
"41522","Ukraine"
"158380","Ukraine"
"235897","Ukraine"
"420162","Ukraine"
"217770","Ukraine"
"217770","Hungary"
"369391","FYR Macedonia"
"36900","Ukraine"
"78562","Russia"
"78562","Ukraine"
"494983","Ukraine"
"270011","Ukraine"
"406174","Ukraine"
"412665","Colombia"
"36987","Senegal"
"363409","Ukraine"
"409454","Ukraine"
"160309","Georgia"
"231449","Bolivia"
"289964","Uruguay"
"289964","Italy"
"514210","Ukraine"
"209851","Ukraine"
"214893","Romania"
"214893","Portugal"
"390823","Ukraine"
"450102","Ukraine"
"61203","Ukraine"
"217255","Bosnia and Herzegovina"
"286657","Ukraine"
"362179","Colombia"
"398287","Ukraine"
"197026","Ukraine"
"289801","Argentina"
"319822","Ukraine"
"288394","Ukraine"
"494470","Ukraine"
"182820","Ukraine"
"490320","Ukraine"
"-101644","Brazil"
"84991","Ukraine"
"136124","Ukraine"
"395471","Brazil"
"-48822","Brazil"
"177285","Brazil"
"335187","Ukraine"
"65114","Ukraine"
"450635","Ukraine"
"373649","Brazil"
"446971","Brazil"
"289691","Ukraine"
"292785","Ukraine"
"476275","Ukraine"
"410636","Ukraine"
"211013","Ukraine"
"-74927","Ukraine"
"499554","Ukraine"
"134889","Ukraine"
"84808","Ukraine"
"-33967","Ukraine"
"188674","Ukraine"
"400577","Ukraine"
"335268","Ukraine"
"85090","Ukraine"
"85092","Ukraine"
"137634","Ukraine"
"251535","Ukraine"
"251917","Ukraine"
"83613","Ukraine"
"214603","Ukraine"
"66075","Ukraine"
"66075","Azerbaijan"
"91462","Ukraine"
"76142","Ukraine"
"406291","Ukraine"
"443154","Senegal"
"94993","Ukraine"
"135408","Ukraine"
"405546","Ukraine"
"461884","Ukraine"
"389549","Ukraine"
"335336","Ukraine"
"36851","Ukraine"
"352113","Ukraine"
"-73473","Albania"
"36846","Ukraine"
"332082","France"
"332082","Portugal"
"476109","Ukraine"
"196149","Ukraine"
"302144","Ukraine"
"335337","Ukraine"
"47548","Ukraine"
"78564","Ukraine"
"158314","Ukraine"
"215369","Ukraine"
"372911","Ukraine"
"515335","Ukraine"
"253046","Ukraine"
"196253","Ukraine"
"485422","Brazil"
"301161","Ukraine"
"425511","Brazil"
"215365","Ukraine"
"32561","Brazil"
"179305","Ukraine"
"314186","Ukraine"
"102554","Nigeria"
"286649","Ukraine"
"102691","Brazil"
"253150","Ukraine"
"134301","Ukraine"
"521572","Brazil"
"161232","Ukraine"
"253146","Ukraine"
"370785","Ukraine"
"275736","Ukraine"
"215360","Ukraine"
"37041","Ukraine"
"314172","Ukraine"
"426517","Israel"
"207992","Ukraine"
"32913","Brazil"
"32913","Ukraine"
"39549","Brazil"
"275828","Ukraine"
"152887","Georgia"
"89845","Brazil"
"95415","Brazil"
"180389","Argentina"
"9372","Brazil"
"37038","Ukraine"
"433352","Brazil"
"669","Ukraine"
"217763","Ukraine"
"360545","Ukraine"
"435822","Georgia"
"293766","Ukraine"
"308681","Croatia"
"513950","Ghana"
"351589","Ukraine"
"476284","Ukraine"
"209993","Ukraine"
"36873","Georgia"
"334539","Ukraine"
"358023","Bosnia and Herzegovina"
"37019","Ukraine"
"215370","Ukraine"
"53066","Ukraine"
"319262","Brazil"
"409307","Albania"
"409307","Kosovo"
"78565","Ukraine"
"37066","Ukraine"
"85063","Ukraine"
"253679","Ukraine"
"672","Ukraine"
"36996","Ukraine"
"184026","Ukraine"
"37059","Ukraine"
"37059","Russia"
"303038","Brazil"
"-31620","Ukraine"
"37007","Ukraine"
"36892","Ukraine"
"450328","Ukraine"
"427824","Ukraine"
"509611","Ukraine"
"74724","Ukraine"
"377505","Ukraine"
"130072","Ukraine"
"158375","Ukraine"
"-79121","Brazil"
"196324","Ukraine"
"196324","Georgia"
"302177","Georgia"
"302177","Ukraine"
"120112","Ukraine"
"125173","Ukraine"
"135237","Ukraine"
"140915","Ukraine"
"389947","Ukraine"
"335818","Ukraine"
"37042","Ukraine"
"404641","Brazil"
"317311","Serbia"
"297458","Ukraine"
"235454","Ukraine"
"-110035","Turkey"
"496170","Turkey"
"496175","Turkey"
"-115014","Turkey"
"-104761","Turkey"
"478400","Turkey"
"497288","Turkey"
"505050","Turkey"
"505052","Turkey"
"505080","Turkey"
"507431","Turkey"
"-110232","Turkey"
"505068","Turkey"
"505075","Turkey"
"505076","Turkey"
"421116","Turkey"
"421116","Serbia"
"422521","Turkey"
"-100264","Turkey"
"-97801","Turkey"
"-93440","Turkey"
"-72252","Turkey"
"420256","Turkey"
"475489","Turkey"
"496002","Turkey"
"496005","Turkey"
"496008","Turkey"
"496009","Turkey"
"496010","Turkey"
"496013","Turkey"
"496014","Turkey"
"496016","Turkey"
"496018","Turkey"
"496019","Turkey"
"496020","Turkey"
"496022","Turkey"
"496023","Turkey"
"499397","Turkey"
"502041","Turkey"
"502889","Turkey"
"507413","Turkey"
"507495","Turkey"
"516948","Turkey"
"521196","Turkey"
"496012","Turkey"
"505889","Turkey"
"496006","Turkey"
"496007","Turkey"
"496015","Turkey"
"496017","Turkey"
"502882","Turkey"
"502892","Turkey"
"-115976","Turkey"
"-115138","Turkey"
"-114534","Turkey"
"-109468","Turkey"
"-109392","Nigeria"
"-96929","Turkey"
"-93442","Turkey"
"-93442","Switzerland"
"-93438","Turkey"
"-93438","Switzerland"
"-93437","Turkey"
"443921","Turkey"
"496321","Turkey"
"-115136","Turkey"
"-115137","Turkey"
"-115132","Turkey"
"-102895","Turkey"
"421669","Turkey"
"495829","Turkey"
"495833","Turkey"
"495834","Turkey"
"496293","Turkey"
"496295","Turkey"
"496298","Turkey"
"496301","Turkey"
"496306","Turkey"
"496310","Turkey"
"496315","Turkey"
"496316","Turkey"
"496327","Turkey"
"498196","Turkey"
